assay_chembl_id,canonical_smiles,data_validity_comment,molecule_chembl_id,pchembl_value,relation,src_id,standard_relation,standard_type,standard_units,standard_value,type,units,value
CHEMBL956578,Cn1c(-c2ccc(OCCCN3CCCC3)cc2)nc2ccccc2c1=O,,CHEMBL488248,5.54,=,1,=,IC50,nM,2900.0,IC50,uM,2.9
CHEMBL956578,O=c1c2ccccc2nc(-c2ccc(OCCCN3CCCCC3)cc2)n1-c1ccccc1,,CHEMBL487060,6.34,=,1,=,IC50,nM,460.0,IC50,uM,0.46
CHEMBL956578,O=c1c2ccccc2nc(-c2ccc(OCCCN3CCCCC3)cc2)n1Cc1ccccc1,,CHEMBL487059,6.77,=,1,=,IC50,nM,170.0,IC50,uM,0.17
CHEMBL956578,CC(C)n1c(-c2ccc(OCCCN3CCCCC3)cc2)nc2ccccc2c1=O,,CHEMBL488251,5.52,=,1,=,IC50,nM,3000.0,IC50,uM,3.0
CHEMBL956578,CCCn1c(-c2ccc(OCCCN3CCCCC3)cc2)nc2ccccc2c1=O,,CHEMBL487230,5.75,=,1,=,IC50,nM,1800.0,IC50,uM,1.8
CHEMBL956578,CCn1c(-c2ccc(OCCCN3CCCCC3)cc2)nc2ccccc2c1=O,,CHEMBL519067,5.77,=,1,=,IC50,nM,1700.0,IC50,uM,1.7
CHEMBL956578,Cn1c(-c2ccc(OCCCN3CCCCC3)cc2)nc2ccccc2c1=O,,CHEMBL487064,5.55,=,1,=,IC50,nM,2800.0,IC50,uM,2.8
CHEMBL1019587,CN1CC(C)(NC(=O)Nc2cccc(-c3nnnn3C)c2)C(CN2CCC[C@@H](Cc3ccc(F)cc3)C2)OC1=O.Cl,,CHEMBL505914,4.80,=,1,=,IC50,nM,15700.0,IC50,nM,15700.0
CHEMBL1027290,Nc1ccc(-c2cccs2)cc1N,,CHEMBL495702,5.80,=,1,=,IC50,nM,1600.0,IC50,uM,1.6
CHEMBL1027290,Nc1ccc(-c2ccsc2)cc1N,,CHEMBL473485,5.82,=,1,=,IC50,nM,1500.0,IC50,uM,1.5
CHEMBL1027290,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,,CHEMBL474890,5.80,=,1,=,IC50,nM,1597.0,IC50,nM,1597.0
CHEMBL1027290,Nc1ccc(-c2ccsc2)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,,CHEMBL514304,5.83,=,1,=,IC50,nM,1492.0,IC50,nM,1492.0
CHEMBL1027290,Nc1ccc(-c2ccccc2F)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,,CHEMBL473271,6.74,=,1,=,IC50,nM,183.0,IC50,nM,183.0
CHEMBL1027290,Nc1ccc(-c2cccc(F)c2)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,,CHEMBL473475,6.78,=,1,=,IC50,nM,167.0,IC50,nM,167.0
CHEMBL1027290,Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)c1ccc(CN2CCC3(CCNC3)CC2)cc1,,CHEMBL473478,6.62,=,1,=,IC50,nM,237.0,IC50,nM,237.0
CHEMBL1027290,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(C(=O)N2CCC3(CCCN3)CC2)cc1,,CHEMBL473479,4.60,=,1,=,IC50,nM,25090.0,IC50,nM,25090.0
CHEMBL1027290,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(C(=O)N2CCC3(CCCN3)CC2)cc1,,CHEMBL473484,4.91,=,1,=,IC50,nM,12390.0,IC50,nM,12390.0
CHEMBL1026571,Cc1cccc(C)c1C(=O)N1CCC(N2CC[C@@H](N(Cc3ccccc3)C(=O)C3CC3)C2)CC1,,CHEMBL471623,5.01,=,1,=,IC50,nM,9800.0,IC50,nM,9800.0
CHEMBL1026571,Cc1cccc(C)c1C(=O)N1CCC(N2CCC(N(Cc3ccccc3)C(=O)C3CCC3)CC2)CC1,,CHEMBL472260,5.47,=,1,=,IC50,nM,3410.0,IC50,nM,3410.0
CHEMBL1023104,C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,,CHEMBL237336,5.96,=,1,=,IC50,nM,1100.0,IC50,uM,1.1
CHEMBL1023104,CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,,CHEMBL237119,5.34,=,1,=,IC50,nM,4600.0,IC50,uM,4.6
CHEMBL1023104,CN(C)C(=O)[C@@H](c1ccc(C2=CN3N=CNC3C=C2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,,CHEMBL459357,4.07,=,1,=,IC50,nM,86000.0,IC50,uM,86.0
CHEMBL1023104,N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,,CHEMBL22310,4.31,=,1,=,Ki,nM,49000.0,Ki,nM,49000.0
CHEMBL1023104,CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)ccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,,CHEMBL445949,4.12,=,1,=,IC50,nM,76000.0,IC50,uM,76.0
CHEMBL1023104,CC(c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(F)=C1CCCC1.O=C(O)C(F)(F)F,,CHEMBL257023,4.72,=,1,=,IC50,nM,19000.0,IC50,uM,19.0
CHEMBL1011672,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,,CHEMBL1729,8.00,=,1,=,IC50,nM,10.0,IC50,uM,0.01
CHEMBL1011674,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,,CHEMBL1729,5.57,=,1,=,IC50,nM,2690.0,IC50,uM,2.69
CHEMBL1011676,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,,CHEMBL1729,5.77,=,1,=,IC50,nM,1710.0,IC50,uM,1.71
CHEMBL1011672,Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1.Cl.Cl,,CHEMBL536480,7.70,=,1,=,IC50,nM,20.0,IC50,uM,0.02
CHEMBL1011672,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,CHEMBL17157,7.52,=,1,=,IC50,nM,30.0,IC50,uM,0.03
CHEMBL1011674,Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1.Cl.Cl,,CHEMBL536480,5.17,=,1,=,IC50,nM,6780.0,IC50,uM,6.78
CHEMBL1011674,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,CHEMBL17157,6.46,=,1,=,IC50,nM,350.0,IC50,uM,0.35
CHEMBL1011676,Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1.Cl.Cl,,CHEMBL536480,5.53,=,1,=,IC50,nM,2950.0,IC50,uM,2.95
CHEMBL1011676,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,CHEMBL17157,6.02,=,1,=,IC50,nM,960.0,IC50,uM,0.96
CHEMBL1011677,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,,CHEMBL1729,6.92,=,1,=,IC50,nM,120.0,IC50,uM,0.12
CHEMBL1011677,Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1.Cl.Cl,,CHEMBL536480,6.16,=,1,=,IC50,nM,690.0,IC50,uM,0.69
CHEMBL1011677,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,CHEMBL17157,7.52,=,1,=,IC50,nM,30.0,IC50,uM,0.03
CHEMBL1011678,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,,CHEMBL60889,5.32,=,1,=,IC50,nM,4800.0,IC50,uM,4.8
CHEMBL1011678,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,CHEMBL914,4.19,=,1,=,IC50,nM,65000.0,IC50,uM,65.0
CHEMBL1034067,CC(C[C@H](NC(=O)C1CCC1)c1ccccc1)N1CCC(n2cc(-c3ccccc3)[nH]c2=O)CC1,,CHEMBL460009,8.33,=,1,=,IC50,nM,4.7,IC50,nM,4.7
CHEMBL1034067,CC(C[C@H](NC(=O)C1CCC1)c1ccccc1)N1CCC(c2[nH]ncc2-c2ccncc2)CC1,,CHEMBL460217,6.93,=,1,=,IC50,nM,117.0,IC50,nM,117.0
CHEMBL1034067,CCN(C(=O)Cc1ccc(OC)cc1)[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC1)c1ccccc1,,CHEMBL456019,6.61,=,1,=,IC50,nM,248.0,IC50,nM,248.0
CHEMBL1034067,Cc1nnc(C)n1C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,,CHEMBL469542,6.07,=,1,=,IC50,nM,849.0,IC50,nM,849.0
CHEMBL1034067,CC(C)c1noc(C2CCN(C(C)C[C@H](NC(=O)C3CCC3)c3ccccc3)CC2)n1,,CHEMBL459600,5.78,=,1,=,IC50,nM,1650.0,IC50,nM,1650.0
CHEMBL1034067,CC(C[C@H](NC(=O)C1CCC1)c1ccccc1)N1CCC(c2nnc(CN(C)C)o2)CC1,,CHEMBL459598,5.51,=,1,=,IC50,nM,3100.0,IC50,nM,3100.0
CHEMBL1034067,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,,CHEMBL469724,5.40,=,1,=,IC50,nM,4000.0,IC50,nM,4000.0
CHEMBL1036648,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,,CHEMBL1108,7.49,=,1,=,IC50,nM,32.36,pIC50(uM),,1.49
CHEMBL1036648,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,,CHEMBL61301,7.56,=,1,=,IC50,nM,27.54,pIC50(uM),,1.56
CHEMBL1036648,Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1,,CHEMBL327980,7.64,=,1,=,IC50,nM,22.91,pIC50(uM),,1.64
CHEMBL1036648,CS(=O)(=O)Nc1ccc2c(c1)[C@H](O)CC1(CCN([C@@H]3CCc4cc(C#N)ccc4C3)CC1)O2,,CHEMBL477015,7.67,=,1,=,IC50,nM,21.38,pIC50(uM),,1.67
CHEMBL1036648,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,,CHEMBL1423,8.52,=,1,=,IC50,nM,3.02,pIC50(uM),,2.52
CHEMBL1036648,Oc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,,CHEMBL60796,9.00,=,1,=,IC50,nM,1.0,pIC50(uM),,3.0
CHEMBL1036648,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,,CHEMBL473,7.31,=,1,=,IC50,nM,48.98,pIC50(uM),,1.31
CHEMBL1036648,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,,CHEMBL219916,7.24,=,1,=,IC50,nM,57.54,pIC50(uM),,1.24
CHEMBL1036648,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,Outside typical range,CHEMBL40,,=,1,=,IC50,nM,3019951.72,pIC50(uM),,-3.48
CHEMBL1036648,CCN(CC)CC(=O)Nc1c(C)cccc1C,Outside typical range,CHEMBL79,,=,1,=,IC50,nM,263026.8,pIC50(uM),,-2.42
CHEMBL1036648,CN1CCC[C@H]1c1cccnc1,Outside typical range,CHEMBL3,,=,1,=,IC50,nM,245470.89,pIC50(uM),,-2.39
CHEMBL1036648,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,Outside typical range,CHEMBL741,,=,1,=,IC50,nM,229086.77,pIC50(uM),,-2.36
CHEMBL1036648,COC(=O)C1=CC[C@@H]2CC[C@H]1N2C,Outside typical range,CHEMBL451136,,=,1,=,IC50,nM,169824.37,pIC50(uM),,-2.23
CHEMBL1036648,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,,CHEMBL779,4.00,=,1,=,IC50,nM,100000.0,pIC50(uM),,-2.0
CHEMBL1036648,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,,CHEMBL607,4.12,=,1,=,IC50,nM,75857.76,pIC50(uM),,-1.88
CHEMBL1036648,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,,CHEMBL163238,4.69,=,1,=,IC50,nM,20417.38,pIC50(uM),,-1.31
CHEMBL1036648,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1,,CHEMBL1125,4.85,=,1,=,IC50,nM,14125.38,pIC50(uM),,-1.15
CHEMBL1036648,CN1CCN(C2=Nc3ccccc3Nc3sc(CO)cc32)CC1,,CHEMBL100454,4.94,=,1,=,IC50,nM,11481.54,pIC50(uM),,-1.06
CHEMBL1007470,Cc1c(CNC(C)C)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,,CHEMBL494230,7.64,=,1,=,IC50,nM,23.0,IC50,nM,23.0
CHEMBL1007470,Cc1c(CNC2CCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,,CHEMBL512827,7.64,=,1,=,IC50,nM,23.0,IC50,nM,23.0
CHEMBL1007470,Cc1c(CNC2CCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1cccnc1,,CHEMBL468937,5.54,=,1,=,IC50,nM,2900.0,IC50,nM,2900.0
CHEMBL1007470,Cc1c(CNC2CCCC2)nn(-c2ncccc2Cl)c1-c1cccnc1,,CHEMBL492396,4.64,=,1,=,IC50,nM,23000.0,IC50,nM,23000.0
CHEMBL1007470,Cc1c(CNC2CCCC2)nn(-c2ncccc2Cl)c1-c1ccc(Cl)nc1,,CHEMBL492585,5.57,=,1,=,IC50,nM,2700.0,IC50,nM,2700.0
CHEMBL1007470,Cc1ccc(-c2c(C)c(CNC3CCCC3)nn2-c2ncccc2Cl)cn1,,CHEMBL494767,4.80,=,1,=,IC50,nM,16000.0,IC50,nM,16000.0
CHEMBL1007470,Cc1cncc(-c2c(C)c(CNC3CCCC3)nn2-c2ncccc2Cl)c1,,CHEMBL494406,5.05,=,1,=,IC50,nM,9000.0,IC50,nM,9000.0
CHEMBL1007470,Cc1ccc(-c2c(C)c(CNC3CCCC3)nn2-c2ncc(Cl)cc2Cl)cn1,,CHEMBL468307,5.92,=,1,=,IC50,nM,1200.0,IC50,nM,1200.0
CHEMBL1007470,Cc1ccc(-c2c(C)c(CNC3CCCC3F)nn2-c2ncccc2Cl)cn1,,CHEMBL513855,4.52,=,1,=,IC50,nM,30000.0,IC50,nM,30000.0
CHEMBL1007470,Cc1ccc(-c2c(C)c(CN[C@H]3CC[C@@H](F)C3)nn2-c2ncccc2Cl)cn1,,CHEMBL468308,4.54,=,1,=,IC50,nM,29000.0,IC50,nM,29000.0
CHEMBL1007470,Cc1ccc(-c2c(C)c(CNC3CCC(F)(F)C3)nn2-c2ncccc2Cl)cn1,,CHEMBL468518,4.68,=,1,=,IC50,nM,21000.0,IC50,nM,21000.0
CHEMBL1007470,Cc1ncc(-c2c(C)c(CNC3CCCC3)nn2-c2ncccc2Cl)cc1F,,CHEMBL512975,4.64,=,1,=,IC50,nM,23000.0,IC50,nM,23000.0
CHEMBL1007470,Cc1ncc(-c2c(C)c(CN[C@H]3CC[C@@H](F)C3)nn2-c2ncccc2Cl)cc1F,,CHEMBL466648,4.39,=,1,=,IC50,nM,41000.0,IC50,nM,41000.0
CHEMBL939877,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N.Cl,,CHEMBL2112075,5.52,=,1,=,IC50,nM,3000.0,IC50,uM,3.0
CHEMBL939877,COc1ccc(CC(C)(C)NCC(O)COc2ccccc2C#N)cc1,,CHEMBL504479,5.46,=,1,=,IC50,nM,3500.0,IC50,uM,3.5
CHEMBL939877,COc1ccc(CC(C)(C)NCC(O)COc2cccc(Cl)c2C#N)cc1,,CHEMBL523475,5.44,=,1,=,IC50,nM,3600.0,IC50,uM,3.6
CHEMBL939877,COc1ccc(CC(C)(C)NC[C@H](O)COc2cccc3[nH]c(=O)[nH]c23)cc1,,CHEMBL486278,4.93,=,1,=,IC50,nM,11800.0,IC50,uM,11.8
CHEMBL1014963,CCN1CCN(c2cc3[nH]c(C(=O)[C@]4(C)CC[C@@H](NC(=O)OC)CC4)nc3cc2Cl)CC1,,CHEMBL466702,5.31,=,1,=,IC50,nM,4900.0,IC50,nM,4900.0
CHEMBL1014963,CCN1CCN(c2cc3[nH]c(C(=O)[C@]4(C)CC[C@@H](NC(=O)OC)CC4)nc3cc2C)CC1,,CHEMBL466112,5.52,=,1,=,IC50,nM,3000.0,IC50,nM,3000.0
CHEMBL1014963,CCN1CCN(c2cc3[nH]c(C(=O)C4(C)CCC(=O)CC4)nc3cc2Cl)CC1,,CHEMBL466307,5.07,=,1,=,IC50,nM,8500.0,IC50,nM,8500.0
CHEMBL1014963,CCN1CCN(c2cc3[nH]c(C(=O)[C@]4(C)CC[C@@](C)(O)CC4)nc3cc2Cl)CC1,,CHEMBL466308,4.70,=,1,=,IC50,nM,20000.0,IC50,nM,20000.0
CHEMBL1014963,CCN1CCN(c2cc3[nH]c(C(=O)[C@]4(C)CC[C@](C)(O)CC4)nc3cc2Cl)CC1,,CHEMBL511742,5.51,=,1,=,IC50,nM,3100.0,IC50,nM,3100.0
CHEMBL1014963,CCN1CCN(c2cc3[nH]c(C(=O)[C@]4(CC)CC[C@@](C)(O)CC4)nc3cc2Cl)CC1,,CHEMBL467533,4.96,=,1,=,IC50,nM,11000.0,IC50,nM,11000.0
CHEMBL972465,C[C@@H]1CN(CCO)CCN1c1cc2[nH]c(SC(C)(C)C)nc2cc1Cl,,CHEMBL494350,5.80,=,1,=,IC50,nM,1600.0,IC50,nM,1600.0
CHEMBL972465,CCN1CCN(c2cc3[nH]c(SC(C)(C)C)nc3cc2Cl)[C@H](C)C1,,CHEMBL468504,6.00,=,1,=,IC50,nM,990.0,IC50,nM,990.0
CHEMBL972465,CCOC(=O)N1CCC(C)(Sc2nc3cc(Cl)c(N4CCN(CC)CC4)cc3[nH]2)CC1,,CHEMBL466222,5.41,=,1,=,IC50,nM,3900.0,IC50,nM,3900.0
CHEMBL972465,CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@H](NC(=O)OC)CC4)nc3cc2Cl)CC1,,CHEMBL468301,5.82,=,1,=,IC50,nM,1500.0,IC50,nM,1500.0
CHEMBL972465,CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@@H](NC(=O)OC)CC4)nc3cc2Cl)CC1,,CHEMBL468302,5.46,=,1,=,IC50,nM,3500.0,IC50,nM,3500.0
CHEMBL972465,CCN1CCN(c2cc3[nH]c(SC4(C)CCC(NC(=O)OC)C4)nc3cc2Cl)CC1,,CHEMBL467473,5.70,=,1,=,IC50,nM,2000.0,IC50,nM,2000.0
CHEMBL972465,CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@@H](c5nnn(C)n5)CC4)nc3cc2Cl)CC1,,CHEMBL466448,5.36,=,1,=,IC50,nM,4400.0,IC50,nM,4400.0
CHEMBL972465,CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@@H](c5nnnn5C)CC4)nc3cc2Cl)CC1,,CHEMBL511205,5.20,=,1,=,IC50,nM,6300.0,IC50,nM,6300.0
CHEMBL972465,CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@@H](c5nc(C)no5)CC4)nc3cc2Cl)CC1,,CHEMBL466252,6.42,=,1,=,IC50,nM,380.0,IC50,nM,380.0
CHEMBL972465,CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@@H](c5nnco5)CC4)nc3cc2Cl)CC1,,CHEMBL467279,5.47,=,1,=,IC50,nM,3400.0,IC50,nM,3400.0
CHEMBL1023674,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,,CHEMBL2368925,5.22,=,1,=,IC50,nM,6025.6,pIC50,,5.22
CHEMBL1023674,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,,CHEMBL289469,5.42,=,1,=,IC50,nM,3801.89,pIC50,,5.42
CHEMBL1023674,CN(C)CCCN1c2ccccc2CCc2ccccc21,,CHEMBL11,5.47,=,1,=,IC50,nM,3388.44,pIC50,,5.47
CHEMBL1023674,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,,CHEMBL71,5.83,=,1,=,IC50,nM,1479.11,pIC50,,5.83
CHEMBL1023674,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,,CHEMBL45816,5.84,=,1,=,IC50,nM,1445.44,pIC50,,5.84
CHEMBL1023674,CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,,CHEMBL123558,6.25,=,1,=,IC50,nM,562.34,pIC50,,6.25
CHEMBL1023674,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,,CHEMBL1008,6.26,=,1,=,IC50,nM,549.54,pIC50,,6.26
CHEMBL1023674,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,,CHEMBL94454,6.45,=,1,=,IC50,nM,354.81,pIC50,,6.45
CHEMBL1023674,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,,CHEMBL1107,6.70,=,1,=,IC50,nM,199.53,pIC50,,6.7
CHEMBL1023674,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,,CHEMBL998,6.76,=,1,=,IC50,nM,173.78,pIC50,,6.76
CHEMBL1023674,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,,CHEMBL219916,6.79,=,1,=,IC50,nM,162.18,pIC50,,6.79
CHEMBL1023674,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,,CHEMBL6966,6.84,=,1,=,IC50,nM,144.54,pIC50,,6.84
CHEMBL1023674,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,CHEMBL17157,6.89,=,1,=,IC50,nM,128.82,pIC50,,6.89
CHEMBL1023674,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,,CHEMBL479,7.45,=,1,=,IC50,nM,35.48,pIC50,,7.45
CHEMBL1023674,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,,CHEMBL1108,7.49,=,1,=,IC50,nM,32.36,pIC50,,7.49
CHEMBL1023674,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,,CHEMBL54,7.55,=,1,=,IC50,nM,28.18,pIC50,,7.55
CHEMBL1023674,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,,CHEMBL1423,7.74,=,1,=,IC50,nM,18.2,pIC50,,7.74
CHEMBL1023674,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,,CHEMBL12713,7.85,=,1,=,IC50,nM,14.13,pIC50,,7.85
CHEMBL1023674,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,,CHEMBL473,7.91,=,1,=,IC50,nM,12.3,pIC50,,7.91
CHEMBL1023674,Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1,,CHEMBL327980,8.11,=,1,=,IC50,nM,7.762,pIC50,,8.11
CHEMBL1023674,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,,CHEMBL1729,8.19,=,1,=,IC50,nM,6.457,pIC50,,8.19
CHEMBL1023674,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,,CHEMBL296419,9.04,=,1,=,IC50,nM,0.912,pIC50,,9.04
CHEMBL1023674,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,,CHEMBL75880,5.11,=,1,=,IC50,nM,7762.47,pIC50,,5.11
CHEMBL1023674,CN(C)CCC=C1c2ccccc2CCc2ccccc21,,CHEMBL629,5.00,=,1,=,IC50,nM,10000.0,pIC50,,5.0
CHEMBL1023674,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,,CHEMBL23,4.76,=,1,=,IC50,nM,17378.01,pIC50,,4.76
CHEMBL1023674,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,,CHEMBL850,4.58,=,1,=,IC50,nM,26302.68,pIC50,,4.58
CHEMBL1023674,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,,CHEMBL472,4.13,=,1,=,IC50,nM,74131.02,pIC50,,4.13
CHEMBL1023674,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,,CHEMBL583,4.11,=,1,=,IC50,nM,77624.71,pIC50,,4.11
CHEMBL1023674,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,,CHEMBL192,4.00,=,1,=,IC50,nM,100000.0,pIC50,,4.0
CHEMBL1023674,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Outside typical range,CHEMBL32,,=,1,=,IC50,nM,117489.76,pIC50,,3.93
CHEMBL1023674,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Outside typical range,CHEMBL31,,=,1,=,IC50,nM,128824.96,pIC50,,3.89
CHEMBL1023674,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,,CHEMBL61301,7.55,=,1,=,IC50,nM,28.18,pIC50,,7.55
CHEMBL1023674,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,,CHEMBL708,6.82,=,1,=,IC50,nM,151.36,pIC50,,6.82
CHEMBL1023674,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,,CHEMBL85,6.79,=,1,=,IC50,nM,162.18,pIC50,,6.79
CHEMBL1023674,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,,CHEMBL42,6.72,=,1,=,IC50,nM,190.55,pIC50,,6.72
CHEMBL1023674,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,,CHEMBL370805,5.24,=,1,=,IC50,nM,5754.4,pIC50,,5.24
